n_boite,adresse,commune,cp,conteneur,semaine_1,semaine_2,semaine_3,semaine_4,semaine_5,semaine_6,semaine_7,semaine_8,semaine_9,semaine_10,semaine_11,semaine_12,semaine_13,semaine_14,semaine_15,semaine_16,semaine_17,semaine_18,semaine_19,semaine_20,semaine_21,semaine_22,semaine_23,semaine_24,semaine_25,semaine_26,semaine_27,semaine_28,semaine_29,semaine_30,semaine_31,semaine_32,semaine_33,semaine_34,semaine_35,semaine_36,semaine_37,semaine_38,semaine_39,semaine_40,semaine_41,semaine_42,semaine_43,semaine_44,semaine_45,semaine_46,semaine_47,semaine_48,semaine_49,semaine_50,semaine_51,semaine_52,volume_moyen
320,"Coop, Avenue du Gros-Chêne 14 (1)",ONEX,1213.0,KLEIN,7.0,5.0,4.0,3.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,8.0,4.0,3.0,6.0,6.0,4.0,4.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,8.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.980769230769231
329,"Coop, Avenue du Gros-Chêne 14 (2)",ONEX,1213.0,KLEIN,7.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,8.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,8.0,5.0,2.0,5.0,5.0,4.0,2.0,2.0,4.0,5.0,6.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0,4.0,4.0,2.0,1.0,2.0,3.75
224,déchetterie - Avenue des Grandes-Communes 27 (1),ONEX,1213.0,KLEIN,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,8.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,6.0,4.0,3.0,3.0,5.0,1.0,3.0,5.0,6.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,7.0,4.0,3.0,4.0,6.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.576923076923077
240,déchetterie - Avenue des Grandes-Communes 27 (2),ONEX,1213.0,KLEIN,5.0,8.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,6.0,3.0,3.0,4.0,4.0,2.0,6.0,4.0,3.0,1.0,5.0,6.0,3.0,0.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.480769230769231
275,déchetterie - Avenue du Bois-de-la-Chapelle 21-13 (1),ONEX,1213.0,KLEIN,5.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,4.0,6.0,5.0,3.0,6.0,2.0,2.0,2.0,2.0,6.0,3.0,6.0,3.0,3.0,4.0,6.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.4423076923076925
276,déchetterie - Avenue du Bois-de-la-Chapelle 21-13 (2),ONEX,1213.0,KLEIN,5.0,8.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.173076923076923
363,Chemin de la Caroline,LANCY-PETIT,1213.0,KLEIN,3.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.5
187,déchetterie - Chemin de la Caroline (1),LANCY-PETIT,1213.0,KLEIN,6.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,6.0,4.0,5.0,6.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,7.0,6.0,6.0,4.0,6.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.6923076923076925
188,déchetterie - Chemin de la Caroline (2),LANCY-PETIT,1213.0,KLEIN,6.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,3.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,6.0,5.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,1.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.3846153846153846
271,déchetterie - Avenue du Bois-de-la-Chapelle 31 / Avenue des Morgines,LANCY-PETIT,1213.0,TEXAID-B,5.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,5.0,10.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,2.8076923076923075
294,Avenue des Morgines 35,LANCY-PETIT,1213.0,KLEIN,4.0,8.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,5.0,6.0,3.0,1.0,6.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.6538461538461537
208,"déchetterie - Florimont, Chemin du Bac 15",LANCY-PETIT,1213.0,KLEIN,3.0,8.0,4.0,2.0,4.0,0.0,2.0,2.0,3.0,5.0,2.0,2.0,6.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,8.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,1.0,3.0,3.0,2.0,4.0,3.3461538461538463
94,déchetterie - Avenue du Plateau 4,LANCY-PETIT,1213.0,KLEIN,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,1.0,6.0,6.0,5.0,8.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0961538461538463
197,"déchetterie - Foyer Handicap, Avenue du Petit-Lancy",LANCY-PETIT,1213.0,KLEIN,4.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,6.0,2.0,7.0,8.0,7.0,8.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,3.0,3.0,6.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.4038461538461537
309,Chemin Daniel-ihly 4-6,LANCY-PETIT,1213.0,KLEIN,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,10.0,5.0,8.0,7.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,0.0,1.0,4.0,3.0,3.0,3.3461538461538463
336,Avenue du Cimetière 10a,LANCY-PETIT,1213.0,KLEIN,2.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,3.0,5.0,6.0,2.0,7.0,4.0,8.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,8.0,3.0,4.0,6.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.1923076923076925
308,"Procter & Gamble, Chemin de Clair Vue / Route de St Georges 47",LANCY-PETIT,1213.0,KLEIN,0.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,7.0,0.0,8.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,0.0,5.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,3.0,1.9807692307692308
176,déchetterie - Chemin du Fief du Chapitre 4 (1),LANCY-PETIT,1213.0,KLEIN,5.0,3.0,5.0,2.0,3.0,0.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,7.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,3.0,3.019230769230769
325,déchetterie - Chemin du Fief du Chapitre 4 (2),LANCY-PETIT,1213.0,KLEIN,5.0,3.0,4.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,8.0,1.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,6.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,6.0,2.0,4.0,3.0,3.0,3.0,2.8653846153846154
135,"École, Route de Soral (1)",BERNEX-LULLY,1233.0,KLEIN,7.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,8.0,7.0,5.0,4.0,3.0,4.0,6.0,6.0,4.0,8.0,6.0,5.0,0.0,6.0,6.0,8.0,4.0,1.0,4.0,4.0,5.0,6.0,5.0,3.0,4.0,5.0,5.0,4.0,7.0,4.0,8.0,4.0,8.0,5.0,4.0,6.0,5.0,4.0,3.0,4.673076923076923
133,"École, Route de Soral (2)",BERNEX-LULLY,1233.0,KLEIN,2.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,8.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,0.0,1.0,3.0,4.0,5.0,8.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,5.0,1.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,4.0,3.3653846153846154
140,déchetterie - Chemin des Grands-Buissons 21,BERNEX-SEZENOVE,1233.0,KLEIN,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0,4.0,4.0,5.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,1.0,4.0,0.0,3.0,3.0,6.0,3.0,4.0,6.0,3.076923076923077
132,déchetterie - Avenue de Cavoitanne 99,LACONNEX,1287.0,KLEIN,7.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,6.0,6.0,3.0,0.0,4.0,6.0,4.0,8.0,8.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,6.0,2.0,4.0,3.0,3.5961538461538463
134,"Mairie, Route du Creux de Boisset 23",SORAL,1286.0,KLEIN,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,0.0,5.0,5.0,0.0,1.0,3.0,2.0,2.0,3.0,2.423076923076923
138,Creux du Loup 44,AVUSY-SEZEGNIN,1285.0,KLEIN,3.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,5.0,8.0,4.0,2.0,4.0,3.0,5.0,0.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,5.0,2.0,3.0,3.0,2.6923076923076925
137,déchetterie - Chemin des Quoattes 89,AVUSY,1285.0,KLEIN,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,6.0,2.0,3.0,4.0,0.0,2.0,8.0,3.0,8.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,0.0,1.0,4.0,2.0,2.0,3.0,2.826923076923077
121,déchetterie - Route de Belgarde 24 (ex. Route de Chancy 22),CHANCY,1284.0,KLEIN,6.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,6.0,4.0,8.0,8.0,4.0,4.0,8.0,6.0,6.0,6.0,5.0,6.0,0.0,8.0,6.0,8.0,4.0,8.0,5.0,5.0,4.0,6.0,7.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,7.0,5.0,2.0,4.0,5.0,7.0,3.0,4.0,3.0,5.0
313,déchetterie - Avenue de Genecy,AVULLY,1237.0,KLEIN,6.0,4.0,6.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,6.0,4.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,4.0,0.0,8.0,8.0,5.0,2.0,1.0,5.0,4.0,5.0,6.0,4.0,2.0,5.0,7.0,5.0,6.0,6.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,4.211538461538462
312,déchetterie - Route d'Avully 23,AVULLY,1237.0,KLEIN,1.0,3.0,5.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,8.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,5.0,4.0,6.0,4.0,3.0,3.0,4.0,0.0,2.0,4.0,4.0,4.0,2.0,6.0,5.0,2.0,4.0,4.0,3.0,3.0,7.0,2.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,4.0,4.0,1.0,2.0,3.0,3.2115384615384617
249,déchetterie - Pré de la Reine 2,CARTIGNY,1236.0,KLEIN,6.0,3.0,5.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,8.0,3.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,0.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,7.0,4.0,4.0,4.0,3.0,2.0,3.0,3.730769230769231
222,Route de Challex 29-17,DARDAGNY-LA PLAINE,1283.0,KLEIN,5.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,8.0,4.0,0.0,2.0,4.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,4.0,6.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.2884615384615383
139,déchetterie - Route de la Plaine 75,DARDAGNY-LA PLAINE,1283.0,KLEIN,4.0,1.0,4.0,2.0,8.0,4.0,1.0,4.0,2.0,1.0,1.0,10.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,1.0,8.0,2.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,3.25
117,déchetterie - Route de la Donzelle 22,DARDAGNY-LA PLAINE,1283.0,KLEIN,5.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,8.0,2.0,3.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,0.0,4.0,2.0,4.0,1.0,8.0,5.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.173076923076923
370,déchetterie - Chemin des Christophes,RUSSIN,1281.0,VILLIGER,2.0,3.0,1.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,1.0,2.0,6.0,4.0,0.0,4.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,2.1538461538461537
298,"Voirie, Chemin de Merdisel 5",SATIGNY,1242.0,KLEIN,7.0,6.0,3.0,6.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,9.0,8.0,6.0,6.0,4.0,8.0,6.0,3.0,4.0,1.0,4.0,5.0,0.0,8.0,6.0,6.0,5.0,1.0,4.0,3.0,6.0,6.0,5.0,6.0,5.0,2.0,2.0,5.0,5.0,5.0,9.0,6.0,4.0,7.0,5.0,3.0,5.0,6.0,3.0,4.634615384615385
371,"déchetterie de Châtillon, Chemin des Commuaux (1)",BERNEX ESREC,1233.0,TEXAID-B,8.0,8.0,6.0,6.0,5.0,4.0,6.0,8.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,8.0,8.0,6.0,4.0,4.0,4.0,2.0,0.0,8.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,8.0,5.0,5.0,6.0,5.0,7.0,6.0,10.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,0.0,5.096153846153846
372,"déchetterie de Châtillon, Chemin des Commuaux (2)",BERNEX ESREC,1233.0,TEXAID-B,4.0,8.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,3.0,4.0,2.0,6.0,4.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,6.0,6.0,8.0,2.0,3.0,6.0,5.0,3.0,2.0,5.0,4.0,1.0,4.0,9.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,3.3461538461538463
373,"déchetterie de Châtillon, Chemin des Commuaux (3)",BERNEX ESREC,1233.0,TEXAID-B,2.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,4.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,6.0,6.0,2.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,0.0,1.0,5.0,7.0,5.0,6.0,1.0,4.0,3.0,2.5961538461538463
163,"Arrêt TPG, Route de Base 88",PERLY-CERTOUX,1258.0,KLEIN,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,0.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.673076923076923
255,déchetterie - Route de Certoux 57 (1),PERLY-CERTOUX,1258.0,KLEIN,7.0,4.0,4.0,2.0,2.0,3.0,8.0,3.0,3.0,2.0,2.0,3.0,8.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,8.0,4.0,5.0,0.0,6.0,4.0,6.0,2.0,2.0,3.0,4.0,5.0,6.0,3.0,2.0,5.0,3.0,6.0,6.0,4.0,4.0,9.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.173076923076923
234,déchetterie - Route de Certoux 57 (2),PERLY-CERTOUX,1258.0,KLEIN,7.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,6.0,4.0,6.0,4.0,8.0,3.0,4.0,5.0,6.0,3.0,6.0,5.0,3.0,6.0,6.0,3.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0576923076923075
179,"déchetterie - Bât. du Feu, Route de Fémé 31",BARDONNEX,1257.0,KLEIN,3.0,6.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,9.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,5.0,8.0,6.0,5.0,0.0,8.0,5.0,4.0,8.0,2.0,2.0,1.0,4.0,5.0,5.0,6.0,5.0,3.0,6.0,6.0,8.0,5.0,9.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.5576923076923075
219,Route de la Chapelle / Chemin de Compostelle (1),LANCY-GRAND,1212.0,KLEIN,3.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,8.0,7.0,4.0,6.0,5.0,4.0,6.0,4.0,6.0,6.0,8.0,6.0,4.0,0.0,8.0,8.0,4.0,4.0,1.0,3.0,2.0,7.0,2.0,6.0,6.0,5.0,5.0,7.0,6.0,3.0,4.0,5.0,2.0,7.0,4.0,4.0,6.0,2.0,2.0,3.0,4.25
220,Route de la Chapelle / Chemin de Compostelle (2),LANCY-GRAND,1212.0,KLEIN,3.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,7.0,2.0,3.0,6.0,3.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,4.0,0.0,4.0,8.0,5.0,2.0,1.0,3.0,2.0,7.0,2.0,6.0,4.0,5.0,5.0,7.0,2.0,3.0,2.0,6.0,2.0,7.0,4.0,5.0,4.0,4.0,3.0,4.0,3.8076923076923075
177,"déchetterie - Église Arménienne, Chemin Lullin",TROINEX,1256.0,KLEIN,1.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,3.0,4.0,5.0,4.0,4.0,6.0,2.0,4.0,4.0,0.0,4.0,8.0,5.0,8.0,1.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,6.0,2.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,3.5576923076923075
144,déchetterie - Route des Tournettes / Chemin des Marais (1),VEYRIER,1255.0,KLEIN,1.0,6.0,6.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,7.0,3.0,2.0,8.0,4.0,8.0,6.0,4.0,5.0,6.0,8.0,6.0,6.0,5.0,4.0,0.0,5.0,6.0,4.0,2.0,1.0,4.0,2.0,6.0,6.0,3.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,4.461538461538462
141,déchetterie - Route des Tournettes / Chemin des Marais (2),VEYRIER,1255.0,KLEIN,1.0,5.0,5.0,2.0,2.0,2.0,8.0,2.0,3.0,4.0,6.0,2.0,2.0,6.0,3.0,8.0,6.0,3.0,4.0,4.0,8.0,5.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,4.0,8.0,4.0,3.0,6.0,4.0,3.0,4.0,4.0,2.0,7.0,4.0,6.0,3.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.173076923076923
156,"Service du Feu, Chemin des Rasses 84",VEYRIER,1255.0,KLEIN,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,8.0,8.0,4.0,8.0,4.0,8.0,5.0,3.0,5.0,5.0,8.0,5.0,5.0,5.0,4.0,0.0,5.0,8.0,6.0,4.0,2.0,5.0,4.0,6.0,3.0,4.0,3.0,5.0,3.0,6.0,5.0,4.0,6.0,8.0,6.0,6.0,4.0,1.0,4.0,1.0,3.0,2.0,4.365384615384615
302,"Parking, Chemin des Etournelles 4",VEYRIER,1255.0,KLEIN,1.0,6.0,4.0,3.0,6.0,2.0,8.0,4.0,4.0,3.0,7.0,4.0,6.0,8.0,3.0,8.0,6.0,3.0,8.0,6.0,8.0,6.0,6.0,6.0,4.0,0.0,6.0,8.0,6.0,2.0,1.0,5.0,4.0,7.0,3.0,6.0,4.0,7.0,8.0,6.0,6.0,6.0,5.0,9.0,8.0,4.0,6.0,1.0,3.0,1.0,2.0,5.0,4.980769230769231
203,déchetterie - le Grand-Donezel / Antoine Martin / Bois Gourmand (1),VEYRIER,1255.0,KLEIN,1.0,3.0,3.0,2.0,8.0,3.0,2.0,3.0,2.0,3.0,7.0,2.0,3.0,8.0,2.0,8.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,4.0,6.0,0.0,5.0,6.0,6.0,1.0,2.0,6.0,5.0,4.0,6.0,6.0,2.0,4.0,7.0,6.0,6.0,6.0,2.0,6.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,4.115384615384615
204,déchetterie - le Grand-Donezel / Antoine Martin / Bois Gourmand (2),VEYRIER,1555.0,KLEIN,2.0,0.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,8.0,2.0,3.0,6.0,10.0,8.0,5.0,3.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,0.0,3.0,4.0,5.0,1.0,1.0,4.0,5.0,4.0,6.0,6.0,2.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,2.0,3.0,1.0,3.0,4.0,4.038461538461538
152,"École de Pinchat, Chemin Tour de Pinchat 4 (1)",VEYRIER,1234.0,KLEIN,1.0,4.0,2.0,1.0,2.0,10.0,8.0,2.0,2.0,1.0,1.0,7.0,7.0,8.0,3.0,5.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,3.0,6.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.230769230769231
